utterance,response,speaker,responder,error,age,overreg,response_time,utterance_time,past_tense,plural,ul,error_type,rl
but we but we haven't got two buffers,well the next time we go to Tesco then,CHI,MOT,FALSE,57,FALSE,-0.39200000000005275,3.8659999999999854,FALSE,TRUE,9,no error,9
packets,get another packet of buffers because that's what we we could do with if we could,CHI,MOT,FALSE,57,FALSE,-0.17599999999993088,0.8239999999998417,FALSE,TRUE,1,no error,17
yes I altered,xxx bit,CHI,MOT,FALSE,57,FALSE,-1.2309999999997672,1.462999999999738,TRUE,FALSE,3,no error,2
I did a fart,Thomas we don't want to know that thank you,CHI,MOT,FALSE,57,FALSE,0.1299999999996544,2.368000000000393,TRUE,FALSE,4,no error,10
I saw some red there,off she goes,CHI,MOT,FALSE,57,FALSE,-1.3460000000000036,1.3469999999997526,TRUE,FALSE,5,no error,3
Purdie's got six tummies,six tummies,CHI,MOT,FALSE,57,FALSE,-0.0010000000002037268,1.787000000000262,TRUE,FALSE,5,no error,2
why can you not eat touch the the chunks,well I can touch the chunks but they're not very nice to touch,CHI,MOT,TRUE,57,FALSE,0.0969999999999942,3.9939999999999998,FALSE,TRUE,9,other error,14
I wish it said stop ladies,oh now now,CHI,MOT,FALSE,57,FALSE,-0.06199999999995498,2.297999999999945,FALSE,TRUE,6,no error,3
look cats,movement group that I go to,CHI,MOT,FALSE,57,FALSE,0.012000000000057298,1.4039999999999964,FALSE,TRUE,2,no error,6
where shall I put these letters,mind you the thing is actually Thomas it was her birthday a long time ago,CHI,MOT,FALSE,57,FALSE,0.8460000000000036,5.132000000000062,FALSE,TRUE,6,no error,15
all done,are you saying Adam,CHI,MOT,FALSE,57,FALSE,0.8969999999999345,0.9980000000000473,TRUE,FALSE,2,no error,4
done done,oh yes,CHI,MOT,FALSE,57,FALSE,-1.0559999999999263,1.0559999999999263,TRUE,FALSE,2,no error,2
it did,oh,CHI,MOT,FALSE,57,FALSE,-0.6849999999999454,0.6849999999999454,TRUE,FALSE,2,no error,1
jingle bells jingle bells,oh that's a nice picture,CHI,MOT,FALSE,57,FALSE,2.3450000000000273,2.3339999999998327,FALSE,TRUE,4,no error,6
I fell over on one of these,I'm not surprised,CHI,MOT,FALSE,57,FALSE,-0.012000000000170985,1.8350000000000364,TRUE,FALSE,7,no error,4
slabs,no it isn't a slab,CHI,MOT,FALSE,57,FALSE,0.057999999999992724,1.219000000000051,FALSE,TRUE,1,no error,6
I spilt my drink xxx,it's alright,CHI,MOT,FALSE,57,FALSE,0.04599999999982174,2.369000000000142,TRUE,FALSE,5,no error,3
I spilt my milk,right there you are,CHI,MOT,FALSE,57,FALSE,0.2559999999998581,2.3330000000000837,TRUE,FALSE,4,no error,4
oh I I xxx eat with my spoon and I spilt it xxx,alright,CHI,MOT,FALSE,57,FALSE,-2.4479999999998654,5.003999999999905,TRUE,FALSE,13,no error,1
I used it when Nana and Grandad was here,yesterday,CHI,MOT,TRUE,57,FALSE,0.056999999999789,2.530999999999949,TRUE,FALSE,9,other error,1
tricycles,tricycles,CHI,MOT,FALSE,57,FALSE,-0.6390000000001237,1.7530000000001564,FALSE,TRUE,1,no error,1
and then the xxx at the end gets tricycles with icicles,oh,CHI,MOT,FALSE,57,FALSE,-1.150000000000091,5.177999999999884,FALSE,TRUE,11,no error,1
xxx her claws xxx,xxx,CHI,MOT,FALSE,57,FALSE,-3.018000000000029,3.5529999999998836,FALSE,TRUE,4,no error,1
I might let you run now,that's right,CHI,MOT,FALSE,57,FALSE,-0.1269999999999527,1.6369999999999436,TRUE,FALSE,6,no error,3
xxx toes,then apparently Stockport's renowned for smelling of curry and sewage,CHI,MOT,FALSE,57,FALSE,-0.7549999999998818,1.4279999999998836,FALSE,TRUE,2,no error,11
chocolate digestives,chocolate,CHI,MOT,FALSE,57,FALSE,-1.1490000000001146,1.8460000000000036,FALSE,TRUE,2,no error,1
xxx biscuits,to me if I smelt sewage,CHI,MOT,FALSE,57,FALSE,-1.0670000000000073,1.0679999999999836,FALSE,TRUE,2,no error,6
lots_of things,lots_of things,CHI,MOT,FALSE,57,FALSE,0.11599999999998545,1.0800000000001546,FALSE,TRUE,3,no error,3
shops,would would I like an air freshener for your socks,CHI,MOT,FALSE,57,FALSE,-0.8350000000000364,0.8359999999997854,FALSE,TRUE,1,no error,10
yeah but some boys have found them,did he,CHI,MOT,FALSE,57,FALSE,0.10399999999981446,3.2400000000002365,FALSE,TRUE,7,no error,2
boxes,well what I've done I've,CHI,MOT,FALSE,57,FALSE,0,1.2310000000000016,FALSE,TRUE,1,no error,7
I love those popping things,I know you do but I,CHI,MOT,FALSE,57,FALSE,-0.4060000000000059,2.798000000000002,FALSE,TRUE,5,no error,6
did I bring the animals xxx,you brought the animals,CHI,MOT,FALSE,57,FALSE,-0.5460000000000491,2.6240000000000236,TRUE,FALSE,6,no error,4
I got home from the camel,pardon,CHI,MOT,FALSE,57,FALSE,0.6739999999999782,2.2520000000000664,TRUE,FALSE,6,no error,1
I've got a xxx in my hair,and now you've stored some tinsel in it,CHI,MOT,FALSE,57,FALSE,-0.033999999999991815,3.227000000000089,TRUE,FALSE,8,no error,9
I used all the paper up,xxx,CHI,MOT,FALSE,57,FALSE,-1.8700000000001182,2.206000000000131,TRUE,FALSE,6,no error,1
I've used all the paper up,have you,CHI,MOT,FALSE,57,FALSE,-1.497000000000071,1.4980000000000473,TRUE,FALSE,7,no error,2
and we wave our hands in the air because we have got xxx to spare,it'll be a very important job once we've finished it,CHI,MOT,FALSE,57,FALSE,0.5509999999999309,3.785000000000082,TRUE,TRUE,15,no error,12
oh you just got Noo_Noos on,pardon,CHI,MOT,FALSE,57,FALSE,0.6150000000000091,2.55399999999986,TRUE,FALSE,7,no error,1
oh you snatched it,no I didn't,CHI,MOT,FALSE,57,FALSE,0.13999999999987267,2.286999999999807,TRUE,FALSE,4,no error,4
stuck,I've tidied the table and I've just got a cloth to give it a good wash down,CHI,MOT,FALSE,57,FALSE,0.36000000000012733,0.3829999999998108,TRUE,FALSE,1,no error,19
now I knew a way to put the animals,right then,CHI,MOT,TRUE,57,FALSE,-0.09200000000000585,2.5190000000000055,TRUE,TRUE,9,other error,2
big boxes,very good,CHI,MOT,FALSE,57,FALSE,0.28700000000003456,0.8730000000000473,FALSE,TRUE,2,no error,2
you get it from shops,yes,CHI,MOT,FALSE,57,FALSE,0.06700000000000728,1.5,FALSE,TRUE,5,no error,1
no it's the buffers,it's the buffers,CHI,MOT,FALSE,57,FALSE,-0.56899999999996,1.05600000000004,FALSE,TRUE,5,no error,4
I bring cans,xxx,CHI,MOT,FALSE,57,FALSE,0.18699999999989814,2.4980000000000473,FALSE,TRUE,3,no error,1
this little present there a xxx some other toys,so when you're passing,CHI,MOT,FALSE,57,FALSE,2.186999999999898,2.3659999999999854,FALSE,TRUE,9,no error,5
we're sorry we haven't got anything,did you touch my bone,CHI,MOT,FALSE,57,FALSE,-2.007000000000062,2.07300000000032,TRUE,FALSE,8,no error,5
I gave it to you,why did you have a xxx,CHI,MOT,FALSE,57,FALSE,0.8930000000000291,1.2089999999998327,TRUE,FALSE,5,no error,6
gets on your hands xxx,mhm,CHI,MOT,FALSE,57,FALSE,0,2.5520000000001346,FALSE,TRUE,5,no error,1
Mum you went xxx,do you remember when we went to Legoland,CHI,MOT,FALSE,57,FALSE,-0.06899999999995998,1.4969999999998436,TRUE,FALSE,4,no error,8
someone must must have took them xxx and left them,no no,CHI,MOT,FALSE,57,FALSE,-1.150000000000091,3.5300000000002,TRUE,FALSE,10,no error,2
it was a lady and a man,oh well that's what we look like inside isn't it,CHI,MOT,FALSE,58,FALSE,0.31399999999999295,1.3119999999999834,TRUE,FALSE,7,no error,12
letters,letters of the alphabet,CHI,MOT,FALSE,58,FALSE,-0.18600000000000705,0.8600000000000136,FALSE,TRUE,1,no error,4
just pretend that said sweeties,I will,CHI,MOT,FALSE,58,FALSE,-0.8359999999999843,3.2040000000000077,FALSE,TRUE,5,no error,2
those are called letter sweets,letter sweets,CHI,MOT,FALSE,58,FALSE,-0.464999999999975,2.426999999999964,FALSE,TRUE,5,no error,2
let's check it's locked and tight on,no,CHI,MOT,FALSE,58,FALSE,-0.3020000000000209,2.5190000000000055,TRUE,FALSE,9,no error,1
smarties,well they,CHI,MOT,FALSE,58,FALSE,-0.09300000000001774,1.3000000000000114,FALSE,TRUE,1,no error,2
I've forgot,now I'll tell you again then,CHI,MOT,TRUE,58,FALSE,-0.10499999999996135,0.6389999999999532,TRUE,FALSE,3,other error,7
lie sweets,lie sweets,CHI,MOT,FALSE,58,FALSE,-0.06999999999999318,1.2309999999999945,FALSE,TRUE,2,no error,2
light sweets,right,CHI,MOT,FALSE,58,FALSE,-0.37100000000003774,1.219000000000051,FALSE,TRUE,2,no error,1
it's called a pass sweets,pass sweets,CHI,MOT,TRUE,58,FALSE,0.36000000000001364,2.7749999999999773,FALSE,TRUE,6,other error,2
oh yes I've got these,this is your xxx,CHI,MOT,FALSE,58,FALSE,-0.8589999999999236,1.6019999999999754,TRUE,FALSE,6,no error,4
they are sweets,would you believe this Thomas,CHI,MOT,FALSE,58,FALSE,-0.4639999999999418,1.2999999999999545,FALSE,TRUE,3,no error,5
shapes,now,CHI,MOT,FALSE,58,FALSE,-0.8930000000000291,1.0789999999999509,FALSE,TRUE,1,no error,1
where are my grabbers,your grabbers,CHI,MOT,FALSE,58,FALSE,0.08200000000010732,1.6829999999999927,FALSE,TRUE,4,no error,2
the edges,the ambulance came out,CHI,MOT,FALSE,58,FALSE,0.975999999999658,0.8700000000003456,FALSE,TRUE,2,no error,4
where did they came from,I don't know,CHI,MOT,TRUE,58,FALSE,0.028999999999996362,1.1839999999997417,TRUE,FALSE,5,other error,4
that was xxx there,pardon,CHI,MOT,FALSE,58,FALSE,-0.03099999999994907,2.0090000000000146,TRUE,FALSE,4,no error,1
my hand was under there,you tripped up you got your foot caught in the blind Tom,CHI,MOT,FALSE,58,FALSE,-0.23700000000008004,2.844000000000051,TRUE,FALSE,5,no error,12
um the last customer wanted lemonade I thought,the last customer wanted lemonade,CHI,MOT,FALSE,58,FALSE,-0.06499999999999773,3.296999999999997,TRUE,FALSE,8,no error,5
sausage with slugs and worms,look,CHI,MOT,FALSE,58,FALSE,-2.0090000000000146,2.8220000000000027,FALSE,TRUE,5,no error,1
that's why it's dalmatian ones,dalmatian slush,CHI,MOT,FALSE,58,FALSE,-0.63900000000001,2.8909999999999627,FALSE,TRUE,7,no error,2
for his drink he can have slugs,oh good,CHI,MOT,FALSE,58,FALSE,-0.9399999999999409,2.4149999999999636,FALSE,TRUE,7,no error,2
flies and wees,no,CHI,MOT,FALSE,58,FALSE,-0.10400000000004184,1.4740000000000464,FALSE,TRUE,3,no error,1
I'm pushing in the men's stuff you want,oh right,CHI,MOT,FALSE,58,FALSE,0.21900000000005093,2.890999999999849,FALSE,TRUE,10,no error,2
and mixed up sausages,mixed up chips and sausage in Lucozade,CHI,MOT,FALSE,58,FALSE,0.27800000000002,2.4260000000001583,FALSE,TRUE,4,no error,7
told you,you are a magic man aren't you,CHI,MOT,FALSE,58,FALSE,0.02299999999991087,1.4049999999999727,TRUE,FALSE,2,no error,8
and close your eyes,on my own,CHI,MOT,FALSE,58,FALSE,-0.43000000000006366,1.474999999999909,FALSE,TRUE,4,no error,3
did it,right,CHI,MOT,FALSE,58,FALSE,-0.07000000000016371,0.8240000000000691,TRUE,FALSE,2,no error,1
um um those are new ones,put it on the bath side Thomas,CHI,MOT,FALSE,58,FALSE,0.15099999999983993,3.0770000000002256,FALSE,TRUE,6,no error,7
have you got a machine,no,CHI,MOT,FALSE,58,FALSE,-0.03499999999985448,1.2309999999997672,TRUE,FALSE,5,no error,1
then I went pwooch,well I think,CHI,MOT,FALSE,58,FALSE,-1.6600000000003092,1.6950000000001637,TRUE,FALSE,4,no error,3
Bob's fallen you can see where the shark's xxx,oh no,CHI,MOT,FALSE,58,FALSE,-0.05199999999967986,3.2969999999995707,TRUE,FALSE,11,no error,2
then I zoomed up,did you not think eating a machine,CHI,MOT,FALSE,58,FALSE,0.4230000000002292,2.1829999999999927,TRUE,FALSE,4,no error,7
the land's turned up the right way,oh very good,CHI,MOT,FALSE,58,FALSE,0.012000000000170985,3.1579999999999018,TRUE,FALSE,8,no error,3
what's tips,well tips they're fiber tips,CHI,MOT,FALSE,58,FALSE,-0.1739999999999995,0.7430000000000021,FALSE,TRUE,3,no error,6
oy xxx batteries xxx,it's lunchtime now,CHI,MOT,FALSE,58,FALSE,-1.0810000000000173,3.3670000000000186,FALSE,TRUE,4,no error,4
and when somebody steps on the leaves then,when somebody steps on the leaves the volcano goes does it,CHI,MOT,FALSE,58,FALSE,0.14200000000005275,2.7049999999999272,FALSE,TRUE,8,no error,11
ev even the teachers,oh dear me,CHI,MOT,FALSE,58,FALSE,0.03499999999996817,1.76400000000001,FALSE,TRUE,4,no error,3
I'm slipped down,come on Thomas please now,CHI,MOT,FALSE,58,FALSE,-0.6960000000000264,2.4610000000000127,TRUE,FALSE,4,no error,5
if you said,please come on,CHI,MOT,FALSE,58,FALSE,-9.999999999763531e-4,1.788000000000011,TRUE,FALSE,3,no error,3
I got a prisoner,you're a prisoner,CHI,MOT,FALSE,58,FALSE,0.14699999999993452,1.7300000000000182,TRUE,FALSE,4,no error,4
squirrels eat nuts,they do,CHI,MOT,FALSE,58,FALSE,0.02200000000016189,1.265999999999849,FALSE,TRUE,3,no error,2
wouldn't it be funny if the teachers wore pyjamas,hm,CHI,MOT,FALSE,58,FALSE,0.08099999999967622,3.3900000000003274,TRUE,TRUE,10,no error,1
birds drink like this,do they,CHI,MOT,FALSE,58,FALSE,0.9630000000001928,1.4859999999998763,FALSE,TRUE,4,no error,2
have you seen um,drink and eat properly,CHI,MOT,FALSE,58,FALSE,0,1.6599999999998545,TRUE,FALSE,4,no error,4
no they have got a child,have they,CHI,MOT,TRUE,58,FALSE,-0.08199999999987995,2.100999999999658,TRUE,FALSE,6,other error,2
I did,in the shop,CHI,MOT,FALSE,58,FALSE,-0.6739999999999782,0.6739999999999782,TRUE,FALSE,2,no error,3
I did,don't,CHI,MOT,FALSE,58,FALSE,-0.8820000000000618,0.8820000000000618,TRUE,FALSE,2,no error,2
two oranges,you take on board please what I've just said,CHI,MOT,FALSE,58,FALSE,-0.047000000000025466,1.1959999999999127,FALSE,TRUE,2,no error,10
Purdie's listened,and if you,CHI,MOT,FALSE,58,FALSE,-1.6829999999999927,1.6829999999999927,TRUE,FALSE,3,no error,3
and we'd be next door neighbors,oh Thomas,CHI,MOT,FALSE,58,FALSE,-0.7779999999997926,2.1480000000001382,FALSE,TRUE,7,no error,2
we want real sweets,I'm just reminding you,CHI,MOT,FALSE,58,FALSE,2.4509999999999934,2.0320000000000107,FALSE,TRUE,4,no error,5
if a delivery man doesn't come in ten minutes,www,CHI,MOT,FALSE,58,FALSE,-2.706000000000131,2.706000000000131,FALSE,TRUE,10,no error,1
what have you got today,well I'll show you,CHI,MOT,FALSE,58,FALSE,0.9230000000000018,1.4860000000001037,TRUE,FALSE,5,no error,5
sweets,and um,CHI,MOT,FALSE,58,FALSE,0.004000000000132786,0.9289999999998599,FALSE,TRUE,1,no error,2
have you lost your ticket,I have actually,CHI,MOT,FALSE,58,FALSE,0.5109999999999673,2.193000000000211,TRUE,FALSE,5,no error,3
my ticket punch has broken,has it,CHI,MOT,FALSE,58,FALSE,-0.16300000000001091,2.1010000000001128,TRUE,FALSE,5,no error,2
I was in a town and when this a and a bo and um the people and I forgot to put my trousers on,oh,CHI,MOT,TRUE,58,FALSE,-0.037000000000261934,8.0340000000001055,FALSE,TRUE,24,other error,1
she's lost her sword,yes,CHI,MOT,FALSE,58,FALSE,-0.012000000000170985,1.8920000000002801,TRUE,FALSE,5,no error,1
you have done it over there,well you can't stay over there all the time Tom because you need your breakfast,CHI,MOT,TRUE,59,FALSE,-0.17500000000001137,2.973000000000013,TRUE,FALSE,6,other error,16
what are honey nut loops like when you put them in the oven,shall we,CHI,MOT,FALSE,59,FALSE,-3.0179999999999154,3.4710000000000036,FALSE,TRUE,13,no error,2
when you had chicken pox you were itchy,and you had and you had lots_of spots,CHI,MOT,FALSE,59,FALSE,-0.6390000000001237,2.25200000000018,TRUE,FALSE,8,no error,9
doughnuts are very healthy,xxx,CHI,MOT,FALSE,59,FALSE,-1.9849999999999,2.40300000000002,FALSE,TRUE,4,no error,1
doughnuts are healthy,shh,CHI,MOT,FALSE,59,FALSE,-1.1259999999999764,1.1259999999999764,FALSE,TRUE,3,no error,1
did you know what I heard,boo boo something like that,CHI,MOT,TRUE,59,FALSE,0.8940000000000055,1.961999999999989,TRUE,FALSE,6,other error,5
you did smack me,I went I went like that with my hands and said that was naughty,CHI,MOT,FALSE,59,FALSE,-0.8830000000000382,2.438000000000102,TRUE,FALSE,4,no error,14
I heard,oh look there's a nice one here that says surprise surprise,CHI,MOT,FALSE,59,FALSE,-0.3079999999999927,0.8940000000002328,TRUE,FALSE,2,no error,12
but I was trying,the other end,CHI,MOT,FALSE,59,FALSE,0.625999999999749,2.0900000000001455,TRUE,FALSE,4,no error,3
Zoe sent to the writing,the one you have written to Lyne and the one you have written to Lyne was the first one,CHI,MOT,TRUE,59,FALSE,0.12800000000015643,2.2049999999999272,TRUE,FALSE,5,other error,19
oh xxx stuck,well exams are,CHI,MOT,FALSE,59,FALSE,-2.2870000000000346,2.879000000000019,TRUE,FALSE,3,no error,3
with xxx showed me yes,yeah,CHI,MOT,FALSE,59,FALSE,-0.4759999999999991,1.8460000000000036,TRUE,FALSE,5,no error,1
be good if real horses,if what,CHI,MOT,TRUE,59,FALSE,0.13999999999998636,2.367999999999938,FALSE,TRUE,5,other error,2
bit xxx,what,CHI,MOT,FALSE,59,FALSE,-0.023000000000138243,2.2520000000004075,TRUE,FALSE,2,no error,1
that was sugar,was it,CHI,MOT,FALSE,59,FALSE,0.03499999999985448,1.637000000000171,TRUE,FALSE,3,no error,2
but when I brought that pencil machine in um no one wanted it xxx,when you took a pencil machine in,CHI,MOT,FALSE,59,FALSE,0.1979999999998654,6.025000000000091,TRUE,FALSE,14,no error,7
you must be gone to back to the shop,well I don't,CHI,MOT,TRUE,59,FALSE,-0.057999999999992724,3.3789999999999054,TRUE,FALSE,9,other error,4
do dogs do that,xxx,CHI,MOT,FALSE,59,FALSE,-1.544000000000004,1.544000000000004,FALSE,TRUE,4,no error,1
seen dogs,xxx,CHI,MOT,FALSE,59,FALSE,-0.8709999999999951,2.0659999999999954,FALSE,TRUE,2,no error,1
I was,because pussy cats like Purdie,CHI,MOT,FALSE,59,FALSE,0.046999999999997044,0.9400000000000119,TRUE,FALSE,2,no error,5
Felix keeps rubbing round my legs,oh well Felix is a very friendly cat,CHI,MOT,FALSE,59,FALSE,-0.18600000000000705,2.960000000000008,FALSE,TRUE,6,no error,8
you like weren't me,you keep saying that to me,CHI,MOT,TRUE,59,FALSE,0.6040000000000418,1.926999999999964,TRUE,FALSE,5,other error,6
we're going to put some more chunks on,we're not now,CHI,MOT,FALSE,59,FALSE,0.1150000000000091,2.495999999999981,FALSE,TRUE,9,no error,4
we've got more chunks,Thomas please will you stop shouting,CHI,MOT,FALSE,59,FALSE,-0.8360000000000127,1.9500000000000455,FALSE,TRUE,5,no error,6
got you cu,she,CHI,MOT,FALSE,59,FALSE,-0.15800000000001546,1.0209999999999582,TRUE,FALSE,3,no error,1
playing sausage factories,that's okay then,CHI,MOT,FALSE,59,FALSE,0.30100000000004457,2.4850000000000136,FALSE,TRUE,3,no error,4
got a butchers right next to us,oh,CHI,MOT,FALSE,59,FALSE,-1.8110000000000355,2.2409999999999854,TRUE,FALSE,7,no error,1
and then we were even wetter,so that's what Purdie's doing isn't it,CHI,MOT,FALSE,59,FALSE,0.17000000000007276,1.893000000000029,TRUE,FALSE,6,no error,10
warm sausages,what's that the cooker,CHI,MOT,FALSE,59,FALSE,0.6900000000000546,2.4149999999999636,FALSE,TRUE,2,no error,5
I think I've already broke it,well just do it gent,CHI,MOT,TRUE,59,FALSE,-0.4869999999996253,1.8460000000000036,TRUE,FALSE,7,other error,5
but all of the legs,you need to put your weight on the sticks,CHI,MOT,FALSE,59,FALSE,-0.2549999999996544,1.4859999999998763,FALSE,TRUE,5,no error,9
went on the toilet and bumped their bottom ah,don't,CHI,MOT,FALSE,59,FALSE,-2.856999999999971,2.867999999999938,TRUE,FALSE,9,no error,2
I saw some,ah,CHI,MOT,FALSE,59,FALSE,-0.011999999999943611,0.5109999999999673,TRUE,FALSE,3,no error,1
skidded,xxx,CHI,MOT,FALSE,59,FALSE,-0.9170000000003711,0.9170000000003711,TRUE,FALSE,1,no error,1
I have seen it,and your the dirty rascal,CHI,MOT,TRUE,59,FALSE,-1.254000000000019,1.34699999999998,TRUE,FALSE,4,other error,5
and I know where he's moved to,I know it's right near a railway track actually Thomas,CHI,MOT,FALSE,59,FALSE,0.13900000000001,1.649000000000001,TRUE,FALSE,8,no error,11
didn't I,hello Purdie,CHI,MOT,FALSE,59,FALSE,0.31399999999996453,0.6140000000000327,TRUE,FALSE,3,no error,2
I wonder where Louise lives,Louise or Louisa,CHI,MOT,FALSE,59,FALSE,0.8710000000000946,1.9389999999998508,FALSE,TRUE,5,no error,3
make one of like you can make one of ramps,a ramp it looked like a wigwam when you had it stood up like that,CHI,MOT,FALSE,59,FALSE,0.19800000000032014,6.605999999999767,FALSE,TRUE,10,no error,15
